CustomerId,cluster_id,logistic_regression_churn_risk_0_100,churn_proba_avg,segment_name
15634602,1,100,0.995118378545962,at risk
15619304,1,100,0.9963914308994966,at risk
15574012,1,100,0.9948768265422542,at risk
15656148,1,100,0.9955004142440202,at risk
15699309,1,100,0.9951101531723913,at risk
15589475,1,100,0.9957943795078394,at risk
15794171,1,100,0.9967789292260111,at risk
15738148,1,100,0.9964616798042881,at risk
15755196,1,100,0.9960012832769917,at risk
15702298,1,100,0.996454412167585,at risk
15569590,1,100,0.9968289130657454,at risk
15623944,1,100,0.9968623428435187,at risk
15696061,1,100,0.7786455160112112,at risk
15703793,1,100,0.9956083138308238,at risk
15762418,1,100,0.9563861265144071,at risk
15622897,1,100,0.9957612580795034,at risk
15804919,1,100,0.9955822706322488,at risk
15613854,1,100,0.9955460655437314,at risk
15744689,1,100,0.9955908234355335,at risk
15661670,1,100,0.9961905087358242,at risk
15627360,1,100,0.9959027421435344,at risk
15782688,1,100,0.9968710951415911,at risk
15713483,1,100,0.9933487542645127,at risk
15759618,1,100,0.9955295835117667,at risk
15679145,1,100,0.9965240047363336,at risk
15658929,1,100,0.9963210238169989,at risk
15574692,1,100,0.995641758524347,at risk
15651022,1,100,0.9958522491609788,at risk
15625426,1,100,0.9966164639406446,at risk
15719377,1,100,0.9952982329272434,at risk
15727868,1,100,0.9949441064799496,at risk
15755262,1,100,0.9956888404082416,at risk
15684181,1,100,0.9950252693766437,at risk
15659366,1,100,0.9924928628923868,at risk
15733247,1,100,0.9945170510927107,at risk
15637753,1,100,0.9966689940776963,at risk
15772896,1,100,0.9955644460974494,at risk
15764866,1,100,0.9965605724876591,at risk
15794056,1,100,0.9958501401978492,at risk
15596175,1,100,0.9964254341482178,at risk
15772423,1,100,0.9966972673871949,at risk
15717398,1,100,0.9948971304117306,at risk
15694456,1,100,0.996008895790934,at risk
15782210,1,100,0.9959178311447111,at risk
15590241,1,100,0.9951491476110329,at risk
15684173,1,100,0.994179746073768,at risk
15773972,1,100,0.9966988729380665,at risk
15662736,1,100,0.9970343863375463,at risk
15694408,1,100,0.9966010793446296,at risk
15736008,1,100,0.9968456654395689,at risk
15697441,1,100,0.9945436975272607,at risk
15636624,1,100,0.9960478516585822,at risk
15807923,1,100,0.9957200634064941,at risk
15646372,1,100,0.9970937116777138,at risk
15578045,1,100,0.9959505817760695,at risk
15720559,1,100,0.996701531723132,at risk
15810418,1,100,0.9970015411243723,at risk
15674551,1,100,0.9960983632218459,at risk
15806467,1,100,0.9962851041267075,at risk
15597602,1,100,0.9954503847840547,at risk
15787470,1,100,0.9963946565266525,at risk
15773792,1,100,0.9955055062458729,at risk
15683625,1,100,0.9963341140600522,at risk
15591986,1,100,0.9963036753891076,at risk
15676519,1,100,0.9961560004963564,at risk
15613772,1,100,0.9952939302151993,at risk
15725679,1,100,0.9963349299250476,at risk
15677020,1,100,0.9957577412031604,at risk
15714485,1,100,0.9959288130202983,at risk
15682048,1,100,0.9961659585281358,at risk
15671256,1,100,0.9959382709176329,at risk
15653849,1,100,0.9967083059218068,at risk
15776780,1,100,0.9966371082353561,at risk
15762729,1,100,0.9965540853225798,at risk
15705953,1,100,0.9969362460007852,at risk
15775318,1,100,0.9954796784422513,at risk
15634844,1,100,0.996311826541902,at risk
15665956,1,100,0.9968589065290091,at risk
15651674,1,100,0.9967339181082101,at risk
15730076,1,100,0.9963747148450195,at risk
15803689,1,100,0.9965917545814955,at risk
15718057,1,100,0.9964693222570854,at risk
15722010,1,100,0.9962628105255856,at risk
15591047,1,100,0.9961922520713219,at risk
15788291,1,100,0.995249964764506,at risk
15637476,1,100,0.9966418726315135,at risk
15745295,1,100,0.9960651249770986,at risk
15766575,1,100,0.9968433208375765,at risk
15712403,1,100,0.9967524112702554,at risk
15811762,1,100,0.9962614373154447,at risk
15784844,1,100,0.9961670699571332,at risk
15640078,1,100,0.9965561316654226,at risk
15698786,1,100,0.9963291425892672,at risk
15569807,1,100,0.9961514744125778,at risk
15600337,1,100,0.9967434450556786,at risk
15579334,1,100,0.9963981177464039,at risk
15802741,1,100,0.9967626444088512,at risk
15721658,1,100,0.9952427271486212,at risk
15612525,1,100,0.9967153309706999,at risk
15641675,1,100,0.9963251704864349,at risk
15582741,1,100,0.9943952012002071,at risk
15677921,1,100,0.9965904321817715,at risk
15685329,1,100,0.99585441817734,at risk
15789158,1,100,0.9958573989071926,at risk
15712551,1,100,0.9969496255513107,at risk
15756026,1,100,0.9964900148179078,at risk
15806438,1,100,0.9967086809531086,at risk
15757811,1,100,0.994942183220549,at risk
15707567,1,100,0.9962406649323419,at risk
15672012,1,100,0.9959414054280754,at risk
15794048,1,100,0.9956274532839496,at risk
15693864,1,100,0.9966255299851222,at risk
15809087,1,100,0.9965260217138927,at risk
15807663,1,100,0.9962924619777672,at risk
15809100,1,100,0.996564424181297,at risk
15756804,1,100,0.9969197723150854,at risk
15646810,1,100,0.9954842539888141,at risk
15692750,1,100,0.9964189263511055,at risk
15585362,1,100,0.9966120224236376,at risk
15743007,1,100,0.996419640305227,at risk
15669987,1,100,0.9949771389391738,at risk
15654700,1,100,0.9967176730646607,at risk
15642041,1,100,0.9967032507586419,at risk
15794580,1,100,0.9958121641808377,at risk
15724848,1,100,0.9964830051727693,at risk
15743411,1,100,0.9965071537785452,at risk
15753337,1,100,0.9956456994645525,at risk
15613630,1,100,0.9947422970170167,at risk
15804586,1,100,0.9955303375672647,at risk
15745324,1,100,0.995655449106042,at risk
15620981,1,100,0.9967122289582844,at risk
15731815,1,100,0.9964194981174912,at risk
15570060,1,100,0.9969400892495978,at risk
15613749,1,100,0.9967147414514286,at risk
15681206,1,100,0.9970165214222702,at risk
15701301,1,100,0.9965738411890803,at risk
15701602,1,100,0.9963271371774374,at risk
15569050,1,100,0.9952705733503242,at risk
15602010,1,100,0.9964777987325016,at risk
15654673,1,100,0.9966888406975473,at risk
15593969,1,100,0.9968007470446603,at risk
15644200,1,100,0.9966435100688485,at risk
15793949,1,100,0.9968153712186215,at risk
15705860,1,100,0.9956215128319403,at risk
15706534,1,100,0.9965457516424809,at risk
15631189,1,100,0.995955441233987,at risk
15692744,1,100,0.9947034747668667,at risk
15688963,1,100,0.9958802242583414,at risk
15680303,1,100,0.996015183756335,at risk
15628674,1,100,0.9943678308981094,at risk
15648075,1,100,0.9958771031213284,at risk
15663438,1,100,0.9944375614017077,at risk
15646513,1,100,0.9940413796843622,at risk
15708063,1,100,0.9956715928829217,at risk
15592229,1,100,0.9959585068607456,at risk
15798424,1,100,0.9964792617712219,at risk
15648800,1,100,0.9951892987059626,at risk
15626147,1,100,0.9967204553807901,at risk
15592583,1,100,0.9956675233345976,at risk
15789955,1,100,0.9968082803842937,at risk
15627305,1,100,0.9930924320173289,at risk
15566251,1,100,0.9965939046310246,at risk
15669899,1,100,0.9964532169085927,at risk
15690007,1,100,0.9966633519617835,at risk
15719348,1,100,0.9942264396886306,at risk
15781802,1,100,0.9962948426034175,at risk
15640454,1,100,0.9964686557011048,at risk
15588670,1,100,0.9965732262626205,at risk
15719302,1,100,0.9957315786330758,at risk
15589572,1,100,0.9966520242610776,at risk
15779947,1,100,0.9939274653554558,at risk
15651052,1,100,0.9961814050287848,at risk
15658969,1,100,0.9958302920480246,at risk
15813590,1,100,0.9936615267631521,at risk
15674148,1,100,0.994072103911973,at risk
15625080,1,100,0.9964659718362642,at risk
15812272,1,100,0.995534926127814,at risk
15607537,1,100,0.996380224557623,at risk
15658052,1,100,0.9966356220801001,at risk
15814930,1,100,0.9958035758514195,at risk
15610383,1,100,0.9961838697265009,at risk
15662291,1,100,0.9961719865226999,at risk
15612064,1,100,0.9898317240313479,at risk
15779182,1,100,0.9957780361706318,at risk
15688880,1,100,0.9963040112047336,at risk
15683930,1,100,0.995158346263918,at risk
15800434,1,100,0.9954298434350063,at risk
15709117,1,100,0.9960966003590275,at risk
15644833,1,100,0.9961326049752975,at risk
15720702,1,100,0.9953355598195891,at risk
15629244,1,100,0.9959564895086931,at risk
15574331,1,100,0.9964785861164053,at risk
15645572,1,100,0.9955017394367428,at risk
15576683,1,100,0.9954751828806372,at risk
15645511,1,100,0.9950658121616902,at risk
15609824,1,100,0.9951139095996187,at risk
15691104,1,100,0.9955612480093055,at risk
15635435,1,100,0.9968471358404631,at risk
15596552,1,100,0.9957720701561336,at risk
15689514,1,100,0.9961059924559678,at risk
15771942,1,100,0.9959724223355346,at risk
15690647,1,100,0.9968847357128698,at risk
15684196,1,100,0.9970150736126464,at risk
15748797,1,100,0.9959634986936526,at risk
15797276,1,100,0.9962280976191861,at risk
15612494,1,100,0.9963775221386576,at risk
15710164,1,100,0.9967840140565875,at risk
15596671,1,100,0.9964423509813356,at risk
15799966,1,100,0.9962957459828595,at risk
15574068,1,100,0.9965340910643601,at risk
15796334,1,100,0.9958832510223509,at risk
15697311,1,100,0.9967035417689071,at risk
15585367,1,100,0.9966497453477987,at risk
15676242,1,100,0.990863257815652,at risk
15571778,1,100,0.9966690700997689,at risk
15566211,1,100,0.9966355400144278,at risk
15814846,1,100,0.996487291924229,at risk
15630725,1,100,0.9962258300914352,at risk
15625824,1,100,0.9927116864505781,at risk
15634891,1,100,0.9961393051326297,at risk
15762277,1,100,0.996334868408192,at risk
15798975,1,100,0.9969497190920911,at risk
15738267,1,100,0.9967956734903827,at risk
15782736,1,100,0.9951258776852875,at risk
15584364,1,100,0.9961070358983819,at risk
15706815,1,100,0.9956150411484171,at risk
15683124,1,100,0.9966391885946488,at risk
15670823,1,100,0.9967215083286142,at risk
15725141,1,100,0.9967534641045219,at risk
15647842,1,100,0.996811879048153,at risk
15751158,1,100,0.9962142240649366,at risk
15781553,1,100,0.9961082906665331,at risk
15649121,1,100,0.9966801359445201,at risk
15595303,1,100,0.9952040005612292,at risk
15634950,1,100,0.9964864010098565,at risk
15685372,1,100,0.9963146567399684,at risk
15651533,1,100,0.9964047712116851,at risk
15633233,1,100,0.9964278754023995,at risk
15752342,1,100,0.9967924536092713,at risk
15663441,1,100,0.9969209741988819,at risk
15579706,1,100,0.9957702283941985,at risk
15716994,1,100,0.9937179099154592,at risk
15675896,1,100,0.9960366066938153,at risk
15700854,1,100,0.995082162488672,at risk
15684269,1,100,0.992913899238015,at risk
15578603,1,100,0.9966391679368277,at risk
15765694,1,100,0.9958611649131212,at risk
15568963,1,100,0.9959908342568787,at risk
15703820,1,100,0.9959471891635271,at risk
15704763,1,100,0.9958300926474646,at risk
15689980,1,100,0.9961091397804367,at risk
15642002,1,100,0.9958486980241946,at risk
15603846,1,100,0.9932335918145544,at risk
15753549,1,100,0.9953904227009946,at risk
15764170,1,100,0.996842721633668,at risk
15610446,1,100,0.9956321474666444,at risk
15678727,1,100,0.9966467935164568,at risk
15804394,1,100,0.9956939351532542,at risk
15619343,1,100,0.9967374355941048,at risk
15758813,1,100,0.9963408959876667,at risk
15711455,1,100,0.9957042889174321,at risk
15690925,1,100,0.9950710299147648,at risk
15726494,1,100,0.996313132532344,at risk
15643630,1,100,0.9951798597370001,at risk
15629078,1,100,0.995256401129185,at risk
15812198,1,100,0.9964456351945722,at risk
15699772,1,100,0.9965004722018462,at risk
15638355,1,100,0.9958014090162637,at risk
15716609,1,100,0.9965448209348015,at risk
15659651,1,100,0.9965278745084766,at risk
15589793,1,100,0.9963755143625534,at risk
15605286,1,100,0.9953487155197059,at risk
15674922,1,100,0.9946313173205636,at risk
15692416,1,100,0.9960049687004545,at risk
15738318,1,100,0.9955045045031184,at risk
15627876,1,100,0.9956165221951848,at risk
15657107,1,100,0.9964264130058383,at risk
15787189,1,100,0.9954259109083846,at risk
15666055,1,100,0.9967577863741456,at risk
15755678,1,100,0.9968220031269627,at risk
15633043,1,100,0.9958527992094837,at risk
15606613,1,100,0.9966891018767852,at risk
15658716,1,100,0.995682008840222,at risk
15678146,1,100,0.9937954647672301,at risk
15723008,1,100,0.9962120565143349,at risk
15610686,1,100,0.996577342591605,at risk
15571305,1,100,0.9956671097464588,at risk
15750684,1,100,0.9953369508255515,at risk
15805303,1,100,0.996893234864508,at risk
15815626,1,100,0.9966743912929473,at risk
15813412,1,100,0.9966997601711379,at risk
15668669,1,100,0.9960679810721301,at risk
15687658,1,100,0.9966985373525787,at risk
15757408,1,100,0.9954000008249778,at risk
15769216,1,100,0.9960019198828262,at risk
15659931,1,100,0.9969627123728241,at risk
15795990,1,100,0.9961070493312242,at risk
15718893,1,100,0.9968990497187789,at risk
15651554,1,100,0.996678772662094,at risk
15704284,1,100,0.9967352543107824,at risk
15765518,1,100,0.9969050434559549,at risk
15648794,1,100,0.9953632436115791,at risk
15588614,1,100,0.9965312221634358,at risk
15694200,1,100,0.9962862314626695,at risk
15721426,1,100,0.9959925897076102,at risk
15805260,1,100,0.9968997748658431,at risk
15762169,1,100,0.9962189969887786,at risk
15609998,1,100,0.9968452712733353,at risk
15583548,1,100,0.9966697800333768,at risk
15735246,1,100,0.9964397851574501,at risk
15809826,1,100,0.9964489649410143,at risk
15736069,1,100,0.995920809158417,at risk
15633930,1,100,0.9969196645034125,at risk
15712849,1,100,0.996349860567041,at risk
15639077,1,100,0.9950219189710241,at risk
15633112,1,100,0.9966224085611204,at risk
15780038,1,100,0.9959777429701143,at risk
15578799,1,100,0.9954876913933743,at risk
15586264,1,100,0.9963912253668284,at risk
15629323,1,100,0.9956662929962792,at risk
15777553,1,100,0.9963308842285551,at risk
15622217,1,100,0.9951857558593505,at risk
15570835,1,100,0.9963841712814072,at risk
15808044,1,100,0.995865977120563,at risk
15684951,1,100,0.9967957869172057,at risk
15801265,1,100,0.9964472536866144,at risk
15724223,1,100,0.9964753135155103,at risk
15624388,1,100,0.9958424672236337,at risk
15581440,1,100,0.9953932974865,at risk
15595728,1,100,0.9961828711184979,at risk
15642345,1,100,0.9966549977419175,at risk
15706163,1,100,0.9966237838773907,at risk
15746708,1,100,0.9966283228582785,at risk
15787907,1,100,0.9954183173453224,at risk
15646764,1,100,0.996944056859543,at risk
15678284,1,100,0.9943073411712703,at risk
15726791,1,100,0.9956307752272524,at risk
15682600,1,100,0.9960312298594411,at risk
15708212,1,100,0.9967188167245894,at risk
15578297,1,100,0.9968925082387304,at risk
15774151,1,100,0.9964512267345942,at risk
15778395,1,100,0.9960767962688838,at risk
15657342,1,100,0.9927362451270891,at risk
15672374,1,100,0.9966201209330934,at risk
15579130,1,100,0.9965279573172147,at risk
15806027,1,100,0.9966368854356854,at risk
15661821,1,100,0.9952489142630321,at risk
15689351,1,100,0.9953522459694121,at risk
15769064,1,100,0.9958637377825341,at risk
15613189,1,100,0.995798036690604,at risk
15792525,1,100,0.9958160299451891,at risk
15586976,1,100,0.9956411810927034,at risk
15636089,1,100,0.9963738189813361,at risk
15756920,1,100,0.9965583471522841,at risk
15726403,1,100,0.9962491237774636,at risk
15679249,1,100,0.9970037032242832,at risk
15760294,1,100,0.9967157082312137,at risk
15666548,1,100,0.9968496854935321,at risk
15744327,1,100,0.9960459825490325,at risk
15751561,1,100,0.9968840257590598,at risk
15598086,1,100,0.9967878821314299,at risk
15578809,1,100,0.9957513151596248,at risk
15569571,1,100,0.9962931981214939,at risk
15769703,1,100,0.9968133034397129,at risk
15617197,1,100,0.9958411296074078,at risk
15672144,1,100,0.9959325608600403,at risk
15592736,1,100,0.9969822499591,at risk
15597896,1,100,0.9955805584499284,at risk
15787318,1,100,0.996892506303768,at risk
15640846,1,100,0.9967845861276303,at risk
15800062,1,100,0.9962425780895203,at risk
15711789,1,100,0.9960458780122837,at risk
15680278,1,100,0.9958677405214346,at risk
15581036,1,100,0.99611111094081,at risk
15687162,1,100,0.9958716943485227,at risk
15759874,1,100,0.9963952750773797,at risk
15679410,1,100,0.9969046749907964,at risk
15688409,1,100,0.992884680594317,at risk
15742272,1,100,0.9960485322854918,at risk
15582325,1,100,0.9966898328342082,at risk
15641994,1,100,0.9955997041074337,at risk
15639946,1,100,0.9960599772148161,at risk
15627352,1,100,0.995544906388412,at risk
15809178,1,100,0.9960555718537312,at risk
15592816,1,100,0.9969173613875971,at risk
15662098,1,100,0.9957872326208644,at risk
15658889,1,100,0.9679448943280372,at risk
15753332,1,100,0.9966891705361524,at risk
15767474,1,100,0.9938801395868894,at risk
15566708,1,100,0.9962540684296989,at risk
15776233,1,100,0.9970154148995664,at risk
15771417,1,100,0.9963714933384101,at risk
15585100,1,100,0.9960846487211112,at risk
15747503,1,100,0.9965892621036175,at risk
15597930,1,100,0.9966267459278034,at risk
15618936,1,100,0.9966468527017284,at risk
15787529,1,100,0.9959844069497125,at risk
15600934,1,100,0.9966202121287576,at risk
15785782,1,100,0.9954318734466092,at risk
15812513,1,100,0.996721602177244,at risk
15678572,1,100,0.9953678350296514,at risk
15776454,1,100,0.9963657934937714,at risk
15648489,1,100,0.9964527180509318,at risk
15813067,1,100,0.9953012702584418,at risk
15707968,1,100,0.994561619026909,at risk
15671591,1,100,0.9954286286084647,at risk
15669411,1,100,0.9965691364851996,at risk
15624510,1,100,0.9967167068101365,at risk
15617482,1,100,0.9962757746369298,at risk
15704583,1,100,0.9966137495635943,at risk
15621083,1,100,0.9956201697232189,at risk
15649487,1,100,0.9959464793738594,at risk
15581198,1,100,0.9957037571450771,at risk
15724858,1,100,0.9952947683141171,at risk
15577178,1,100,0.9966876759730735,at risk
15651983,1,100,0.996039397925148,at risk
15655123,1,100,0.9956864842841463,at risk
15682268,1,100,0.9960756007888021,at risk
15684801,1,100,0.9965639346440489,at risk
15636428,1,100,0.9961818363431059,at risk
15720943,1,100,0.996742108524071,at risk
15697997,1,100,0.992782039740507,at risk
15619653,1,100,0.9962935568109961,at risk
15800061,1,100,0.9966592746716324,at risk
15687491,1,100,0.9957222845764484,at risk
15609653,1,100,0.9966845438193762,at risk
15759066,1,100,0.996797390241138,at risk
15814816,1,100,0.9962698154978377,at risk
15571059,1,100,0.996708556682986,at risk
15745083,1,100,0.9968758817283359,at risk
15735878,1,100,0.9965679326436048,at risk
15707596,1,100,0.996610050549275,at risk
15622478,1,100,0.9963810626639099,at risk
15663161,1,100,0.9970047771072262,at risk
15795224,1,100,0.9952245031817077,at risk
15813113,1,100,0.9961233947201392,at risk
15772073,1,100,0.9957176844371732,at risk
15775590,1,100,0.9954807789777446,at risk
15569641,1,100,0.9969048108841089,at risk
15746203,1,100,0.9956982728130409,at risk
15583137,1,100,0.995487153428121,at risk
15680752,1,100,0.9956267326056397,at risk
15791373,1,100,0.9947565539057156,at risk
15764604,1,100,0.9961949043562791,at risk
15750447,1,100,0.9968539587106324,at risk
15725794,1,100,0.9967324325895218,at risk
15733973,1,100,0.9951367546044744,at risk
15596761,1,100,0.9966270106748714,at risk
15713463,1,100,0.9963706123412194,at risk
15589715,1,100,0.9967737681013707,at risk
15664907,1,100,0.996236732995719,at risk
15588080,1,100,0.9968304965869602,at risk
15717560,1,100,0.9967813497861454,at risk
15579212,1,100,0.9964302984063113,at risk
15778368,1,100,0.99685608090982,at risk
15768072,1,100,0.994879310364845,at risk
15654456,1,100,0.9965730757569934,at risk
15807525,1,100,0.9953594004517529,at risk
15611430,1,100,0.9960646928022561,at risk
15793890,1,100,0.9948760613039599,at risk
15646091,1,100,0.9960465396172532,at risk
15715622,1,100,0.9957110768372002,at risk
15627220,1,100,0.9957131293139995,at risk
15784320,1,100,0.9962951926541637,at risk
15628767,1,100,0.9958950662812532,at risk
15758116,1,100,0.9965034874289062,at risk
15651352,1,100,0.9960766800569324,at risk
15647385,1,100,0.996724214063956,at risk
15631305,1,100,0.995322074891221,at risk
15603465,1,100,0.9963411858353061,at risk
15750638,1,100,0.995937698466503,at risk
15749905,1,100,0.9960424069365524,at risk
15724863,1,100,0.9966544047984952,at risk
15633352,1,100,0.9951343756785515,at risk
15593736,1,100,0.9957216966572998,at risk
15710689,1,100,0.9950469977201045,at risk
15745605,1,100,0.9955845592496599,at risk
15606755,1,100,0.995867782958635,at risk
15612092,1,100,0.9960505450505327,at risk
15722965,1,100,0.99435554063685,at risk
15713370,1,100,0.9955604322645941,at risk
15791216,1,100,0.9966121990616615,at risk
15806956,1,100,0.9955997518194613,at risk
15807993,1,100,0.9960945133835551,at risk
15728456,1,100,0.99410541195724,at risk
15588944,1,100,0.9970934255932383,at risk
15660505,1,100,0.996716085066411,at risk
15594878,1,100,0.996420496864153,at risk
15623712,1,100,0.9911303854174056,at risk
15653251,1,100,0.9970945000514768,at risk
15761023,1,100,0.9965573336109386,at risk
15647725,1,100,0.9962467689044239,at risk
15626612,1,100,0.9946844808778527,at risk
15651823,1,100,0.9970655569389238,at risk
15727353,1,100,0.9969683052402427,at risk
15803121,1,100,0.9960193240701005,at risk
15761670,1,100,0.9961510712930676,at risk
15706005,1,100,0.9966629052092824,at risk
15711618,1,100,0.9962151108002715,at risk
15773221,1,100,0.9965054941306878,at risk
15628886,1,100,0.9960314773362402,at risk
15747208,1,100,0.9966387650810972,at risk
15772528,1,100,0.9964345233547848,at risk
15711716,1,100,0.997048319292948,at risk
15639357,1,100,0.9953176000844155,at risk
15738907,1,100,0.9970016916383116,at risk
15663446,1,100,0.996423182791719,at risk
15750867,1,100,0.9964326507105823,at risk
